time;seconds_elapsed;z;y;x;target
1682350000000000000,00;3001270000000000,00;363861000000000,00;-22626800000000000,00;10893100000000000,00;gehen
1682350000000000000,00;301127000000000,00;7574810000000000,00;-22434300000000000,00;1054650000000000,00;gehen
1682350000000000000,00;30212700000000,00;11871900000000000,00;-2261340000000000,00;100474000000000,00;gehen
1682350000000000000,00;3031270000000,00;154865000000000,00;-23252900000000000,00;9589200000000000,00;gehen
1682350000000000000,00;304127000000000,00;17785900000000000,00;-2404080000000000,00;8601300000000000,00;gehen
1682350000000000000,00;3051260000000000,00;19738700000000000,00;-2434720000000000,00;6992990000000000,00;gehen
1682350000000000000,00;3061260000000000,00;21396700000000000,00;-24805000000000000,00;5692200000000000,00;gehen
1682350000000000000,00;3071260000000000,00;21728700000000000,00;-25301500000000000,00;5444340000000000,00;gehen
1682350000000000000,00;308126000000000,00;21455900000000000,00;-2546410000000000,00;5449320000000000,00;gehen
1682350000000000000,00;3091260000000000,00;20770300000000000,00;-2516890000000000,00;5930190000000000,00;gehen
1682350000000000000,00;31012600000000,00;19688700000000000,00;-24830500000000000,00;6965980000000000,00;gehen
1682350000000000000,00;3111260000000000,00;19468300000000000,00;-2468750000000000,00;7772820000000000,00;gehen
1682350000000000000,00;312126000000000,00;1975770000000000,00;-2446990000000000,00;7971680000000000,00;gehen
1682350000000000000,00;31312500000000,00;2007050000000000,00;-2401430000000000,00;7983640000000000,00;gehen
1682350000000000000,00;314125000000,00;20294800000000000,00;-2367890000000000,00;7553520000000000,00;gehen
1682350000000000000,00;3151250000000000,00;19846000000000000,00;-2421510000000000,00;7720720000000000,00;gehen
1682350000000000000,00;3161250000000000,00;21281600000000000,00;-2418680000000000,00;7941670000000000,00;gehen
1682350000000000000,00;317125,00;23544200000000000,00;-24817600000000000,00;9044250000000000,00;gehen
1682350000000000000,00;3181250000000000,00;2605850000000000,00;-26590000000000000,00;9709010000000000,00;gehen
1682350000000000000,00;319125000000000,00;29799000000000000,00;-286572000000,00;9613970000000000,00;gehen
1682350000000000000,00;320125000000,00;3365220000000000,00;-30811000000000000,00;8544180000000000,00;gehen
1682350000000000000,00;3211240000000000,00;36207100000000000,00;-32314400000000000,00;6385780000000000,00;gehen
1682350000000000000,00;322124000000000,00;37111700000000000,00;-34213300000000000,00;41770900000000000,00;gehen
1682350000000000000,00;3231240000000000,00;3653810000000000,00;-3623860000000000,00;37110900000000000,00;gehen
1682350000000000000,00;3241240000000000,00;3397790000000000,00;-376369000000000,00;38854700000000000,00;gehen
1682350000000000000,00;3251240000000000,00;29708900000000000,00;-3841320000000000,00;38371200000000000,00;gehen
1682350000000000000,00;3261240000000000,00;24704600000000000,00;-38757800000000000,00;37774100000000000,00;gehen
1682350000000000000,00;32712400000000,00;18712500000000000,00;-3822490000000000,00;30351100000000000,00;gehen
1682350000000000000,00;328124000000000,00;11894800000000000,00;-3719410000000000,00;2719240000000000,00;gehen
1682350000000000000,00;329123000000000,00;5717650000000000,00;-3638280000000000,00;2565130000000000,00;gehen
1682350000000000000,00;33012300000000,00;5635640000000000,00;-35688700000000000,00;2870960000000000,00;gehen
1682350000000000000,00;3311230000000000,00;-2760010000000,00;-34958500000000000,00;2988930000000000,00;gehen
1682350000000000000,00;332123000000000,00;-40424400000000000,00;-3439750000000000,00;3049080000000000,00;gehen
1682350000000000000,00;3331230000000000,00;-33336600000000000,00;-3517620000000000,00;4210500000000000,00;gehen
1682350000000000000,00;3341230000000,00;-2476510000000000,00;-3667430000000000,00;5836700000000000,00;gehen
1682350000000000000,00;3351230000000000,00;-45332900000000000,00;-3796990000000000,00;7501220000000000,00;gehen
1682350000000000000,00;336123000000000,00;24580000000000000,00;-4015840000000000,00;9488120000000000,00;gehen
1682350000000000000,00;3371220000000000,00;5842020000000000,00;-418755000000000,00;10677000000000000,00;gehen
1682350000000000000,00;33812200000000,00;8848800000000000,00;-4376230000000000,00;1210580000000000,00;gehen
1682350000000000000,00;339122000000000,00;11754000000000000,00;-45007800000000000,00;12332300000000000,00;gehen
1682350000000000000,00;3401220000000000,00;14263100000000000,00;-4519010000000000,00;11192400000000000,00;gehen
1682350000000000000,00;34112200000000,00;16362900000000000,00;-4513480000000000,00;9881840000000000,00;gehen
1682350000000000000,00;3421220000000000,00;1756090000000000,00;-4522060000000000,00;9143790000000000,00;gehen
1682350000000000000,00;343122000000000,00;1755930000000000,00;-4485500000000000,00;8488090000000000,00;gehen
1682350000000000000,00;34412200000000,00;15269800000000000,00;-4473450000000000,00;8437060000000000,00;gehen
1682350000000000000,00;345121000000,00;11039500000000000,00;-443563000000000,00;8817960000000000,00;gehen
1682350000000000000,00;3461210000000000,00;6197660000000000,00;-429976000000000,00;9112690000000000,00;gehen
1682350000000000000,00;3471210000000000,00;2595230000000000,00;-4063040000000000,00;95909600000000,00;gehen
1682350000000000000,00;3481210000000000,00;-4473110000000000,00;-38595200000000000,00;9524930000000000,00;gehen
1682350000000000000,00;34912100000000,00;-7637850000000000,00;-3665030000000000,00;9844640000000000,00;gehen
1682350000000000000,00;350121000000000,00;-9525250000000000,00;-35070700000000000,00;1013710000000000,00;gehen
1682350000000000000,00;3511210000000000,00;-1038420000000000,00;-34222600000000000,00;10069900000000000,00;gehen
1682350000000000000,00;35212100000000,00;-11632100000000000,00;-33162000000000000,00;9290380000000000,00;gehen
1682350000000000000,00;3531200000000000,00;-11235900000000000,00;-32241400000000,00;7854520000000000,00;gehen
1682350000000000000,00;354120000000000,00;-9796430000000000,00;-31410600000000000,00;6572770000000000,00;gehen
1682350000000000000,00;3551200000000000,00;-731532000000000,00;-30722800000000000,00;681220000000000,00;gehen
1682350000000000000,00;3561200000000,00;-47242100000000000,00;-30165500000000000,00;7546040000000000,00;gehen
1682350000000000000,00;35712000000000,00;-11318100000000000,00;-29463100000000000,00;8407110000000000,00;gehen
1682350000000000000,00;3581200000000000,00;24602900000000000,00;-2873930000000000,00;8850390000000000,00;gehen
1682350000000000000,00;3591200000000000,00;2298260000000000,00;-28549300000000000,00;8597640000000000,00;gehen
1682350000000000000,00;360120000000000,00;8424240000000000,00;-29189000000000000,00;8029760000000000,00;gehen
1682350000000000000,00;3611200000000000,00;12227700000000000,00;-29228100000000000,00;7626170000000000,00;gehen
1682350000000000000,00;36211900000000,00;15297800000000000,00;-29853300000000000,00;7609160000000000,00;gehen
1682350000000000000,00;3631190000000,00;16445900000000000,00;-30077300000000000,00;7540860000000000,00;gehen
1682350000000000000,00;3641190000000000,00;17334300000000000,00;-29414000000000000,00;7571290000000000,00;gehen
1682350000000000000,00;365119000000000,00;17933800000000000,00;-28235300000000000,00;8233280000000000,00;gehen
1682350000000000000,00;366119000000000,00;19066200000000000,00;-2767060000000000,00;1026620000000000,00;gehen
1682350000000000000,00;3671190000000000,00;2057320000000000,00;-27839800000000000,00;130623000000000,00;gehen
1682350000000000000,00;36811875,00;2171160000000000,00;-28517000000000000,00;14656900000000000,00;gehen
1682350000000000000,00;3691190000000000,00;22346500000000000,00;-292255000000000,00;1480660000000000,00;gehen
1682350000000000000,00;3701190000000000,00;22102400000000000,00;-29537300000000000,00;1345150000000000,00;gehen
1682350000000000000,00;371118000000000,00;20935100000000000,00;-2919140000000000,00;10991600000000000,00;gehen
1682350000000000000,00;3721180000000000,00;19892300000000000,00;-2875470000000000,00;8736010000000000,00;gehen
1682350000000000000,00;3731180000000,00;20329400000000000,00;-2807410000000000,00;6516730000000000,00;gehen
1682350000000000000,00;37411800000000,00;2094580000000000,00;-2697580000000000,00;5814750000000000,00;gehen
1682350000000000000,00;3751180000000000,00;21047100000000000,00;-263059000000000,00;6554240000000000,00;gehen
1682350000000000000,00;376118000000000,00;2178890000000000,00;-25838800000000000,00;7341320000000000,00;gehen
1682350000000000000,00;377118000000000,00;23498100000000000,00;-25420700000000000,00;7677430000000000,00;gehen
1682350000000000000,00;3781180000000000,00;25344900000000000,00;-26493100000000000,00;8413530000000000,00;gehen
1682350000000000000,00;37911700000000,00;2701520000000000,00;-28287100000000000,00;8674650000000000,00;gehen
1682350000000000000,00;3801170000000000,00;2822580000000000,00;-299223000000000,00;8104610000000000,00;gehen
1682350000000000000,00;3811170000000000,00;2915580000000000,00;-30621100000000000,00;6130390000000000,00;gehen
1682350000000000000,00;382117000000000,00;302505000000000,00;-30515800000000000,00;4256380000000000,00;gehen
1682350000000000000,00;3831170000000000,00;30514300000000000,00;-31152100000000000,00;3485720000000000,00;gehen
1682350000000000000,00;3841170000000000,00;3022320000000000,00;-31451700000000000,00;35415500000000000,00;gehen
1682350000000000000,00;385117000000,00;28504800000000000,00;-3151440000000000,00;3807110000000000,00;gehen
1682350000000000000,00;3861170000000000,00;2570780000000000,00;-31559200000000000,00;4411660000000000,00;gehen
1682350000000000000,00;3871170000000000,00;22442400000000000,00;-31157000000000000,00;48334600000000000,00;gehen
1682350000000000000,00;3881160000000000,00;1796940000000000,00;-3017510000000000,00;4824680000000000,00;gehen
1682350000000000000,00;3891160000000000,00;1336470000000000,00;-2885610000000000,00;4224010000000000,00;gehen
1682350000000000000,00;390116000000000,00;7740010000000000,00;-2829740000000000,00;4221980000000000,00;gehen
1682350000000000000,00;391116000000,00;16457600000000000,00;-28039500000000000,00;5448500000000000,00;gehen
1682350000000000000,00;39211600000000,00;-3796420000000000,00;-27927400000000000,00;6730640000000000,00;gehen
1682350000000000000,00;3931160000000000,00;-7407640000000000,00;-2734910000000000,00;7386920000000000,00;gehen
1682350000000000000,00;3941160000000000,00;-9407410000000000,00;-271405000000000,00;8658570000000000,00;gehen
1682350000000000000,00;39511600000000,00;-8270660000000000,00;-26753800000000000,00;9776420000000000,00;gehen
1682350000000000000,00;3961150000000,00;-5702010000000000,00;-2741770000000000,00;1203920000000000,00;gehen
1682350000000000000,00;397115000000000,00;-27687500000000000,00;-29568100000000000,00;15071800000000000,00;gehen
1682350000000000000,00;3981150000000000,00;60530700000000000,00;-32297300000000000,00;17987600000000000,00;gehen
1682350000000000000,00;3991150000000,00;394928000000000,00;-34839300000000000,00;2020980000000000,00;gehen
1682350000000000000,00;4001150000000000,00;9094010000000000,00;-36575800000000000,00;19372400000000000,00;gehen
1682350000000000000,00;401115000000000,00;12048700000000000,00;-3736490000000000,00;1723820000000000,00;gehen
1682350000000000000,00;4021150000000,00;12269600000000000,00;-3815180000000000,00;13764600000000000,00;gehen
1682350000000000000,00;40311500000000,00;10620700000000000,00;-38828900000000000,00;9763880000000000,00;gehen
1682350000000000000,00;404114000000000,00;9030620000000000,00;-38254900000000000,00;6388770000000000,00;gehen
1682350000000000000,00;4051140000000000,00;6751830000000000,00;-380271000000000,00;42714800000000000,00;gehen
1682350000000000000,00;40611400000000,00;3405770000000000,00;-3680160000000000,00;3515310000000000,00;gehen
1682350000000000000,00;4071140000000000,00;-9298320000000000,00;-3512380000000000,00;3181060000000000,00;gehen
1682350000000000000,00;408114000000000,00;-36229800000000000,00;-32835700000000000,00;3056990000000000,00;gehen
1682350000000000000,00;4091140000000000,00;-6354270000000000,00;-30127600000000000,00;3413610000000000,00;gehen
1682350000000000000,00;4101140000000000,00;-7759500000000000,00;-27337800000000000,00;46409700000000000,00;gehen
1682350000000000000,00;4111140000000000,00;-9178620000000000,00;-25952400000000000,00;6254470000000000,00;gehen
1682350000000000000,00;412113000000000,00;-9777260000000000,00;-2556210000000000,00;6884560000000000,00;gehen
1682350000000000000,00;41311328125,00;-9607560000000000,00;-25268200000000000,00;6880860000000000,00;gehen
1682350000000000000,00;4141130000000000,00;-8985510000000000,00;-24913100000000000,00;6304150000000000,00;gehen
1682350000000000000,00;415113000000000,00;-6857300000000000,00;-25016000000000000,00;5365470000000000,00;gehen
1682350000000000000,00;4161130000000000,00;-48697600000000000,00;-2531140000000000,00;5865470000000000,00;gehen
1682350000000000000,00;41711300000000,00;-28531600000000000,00;-2481630000000000,00;6643870000000000,00;gehen
1682350000000000000,00;4181130000000000,00;33597900000000000,00;-2450900000000000,00;7171390000000000,00;gehen
1682350000000000000,00;419113000000000,00;2935220000000000,00;-2402830000000000,00;8298510000000000,00;gehen
1682350000000000000,00;42011200000000,00;5325980000000000,00;-23658800000000000,00;9102110000000000,00;gehen
1682350000000000000,00;4211120000000000,00;7782710000000000,00;-23383300000000000,00;974454000000000,00;gehen
1682350000000000000,00;4221120000000000,00;9904420000000000,00;-23019900000000000,00;9537610000000000,00;gehen
1682350000000000000,00;4231120000000000,00;11576100000000000,00;-23009300000000000,00;931844000000000,00;gehen
1682350000000000000,00;4241120000000,00;1254240000000000,00;-23103600000000000,00;8947590000000000,00;gehen
1682350000000000000,00;425112000000000,00;12611500000000000,00;-23186100000000000,00;7936580000000000,00;gehen
1682350000000000000,00;426112000000000,00;1254920000000000,00;-22972800000000000,00;6491840000000000,00;gehen
1682350000000000000,00;4271120000000,00;12595300000000000,00;-23043200000000000,00;46285400000000000,00;gehen
1682350000000000000,00;428111000000000,00;12867500000000000,00;-2296860000000000,00;29070200000000000,00;gehen
1682350000000000000,00;4291110000000000,00;13146100000000000,00;-22916100000000000,00;20039000000000000,00;gehen
1682350000000000000,00;4301110000000,00;13405800000000000,00;-233897000000000,00;22934100000000000,00;gehen
1682350000000000000,00;4311110000000000,00;14245400000000000,00;-23601000000000000,00;3845780000000000,00;gehen
1682350000000000000,00;4321110000000000,00;1511310000000000,00;-2273190000000000,00;4773370000000000,00;gehen
1682350000000000000,00;4331110000000,00;1579200000000000,00;-2245080000000000,00;5469590000000000,00;gehen
1682350000000000000,00;4341110000000000,00;16142700000000000,00;-22348800000000000,00;5406970000000000,00;gehen
1682350000000000000,00;435110000000000,00;16576500000000000,00;-22545500000000000,00;5634570000000000,00;gehen
1682350000000000000,00;4361100000000000,00;17088500000000000,00;-22603200000000000,00;6383950000000000,00;gehen
1682350000000000000,00;4371100000000000,00;18664400000000000,00;-23288100000000000,00;8093810000000000,00;gehen
1682350000000000000,00;4381470000000000,00;2182380000000000,00;-2453480000000000,00;9778800000000000,00;gehen
1682350000000000000,00;4391470000000000,00;27141200000000000,00;-2620820000000000,00;9999070000000000,00;gehen
1682350000000000000,00;4401470000000000,00;32961300000000000,00;-27788000000000000,00;9034560000000000,00;gehen
1682350000000000000,00;441146000000,00;37316800000000000,00;-29290700000000000,00;7125920000000000,00;gehen
1682350000000000000,00;442146000000000,00;401031000000000,00;-32203600000000000,00;43656900000000000,00;gehen
1682350000000000000,00;443146000000000,00;39278700000000000,00;-3524800000000000,00;32827200000000000,00;gehen
1682350000000000000,00;4441460000000000,00;3599290000000000,00;-3742670000000000,00;19381500000000000,00;gehen
1682350000000000000,00;44514600000000,00;3007050000000000,00;-37369800000000000,00;-9943250000000000,00;gehen
1682350000000000000,00;4461460000000000,00;2307700000000000,00;-36441900000000000,00;-9826890000000000,00;gehen
1682350000000000000,00;447146000000000,00;16257800000000000,00;-35293300000000000,00;-11309800000000000,00;gehen
1682350000000000000,00;44814600000000,00;9651170000000000,00;-3393520000000000,00;-7176430000000000,00;gehen
1682350000000000000,00;4491450000000000,00;2924480000000000,00;-32789400000000000,00;-5703590000000000,00;gehen
1682350000000000000,00;4501450000000000,00;-2004720000000000,00;-3242160000000000,00;-29524800000000000,00;gehen
1682350000000000000,00;4511450000000000,00;-4729140000000000,00;-3246160000000000,00;1667310000000000,00;gehen
1682350000000000000,00;4521450000000,00;-5206310000000000,00;-3249000000000000,00;9534670000000000,00;gehen
1682350000000000000,00;453145000000000,00;-3154000000000000,00;-33311900000000000,00;2345350000000000,00;gehen
1682350000000000000,00;454145000000000,00;141754000000000,00;-3483400000000000,00;39320900000000000,00;gehen
1682350000000000000,00;4551450000000,00;3408990000000000,00;-37146000000000000,00;630909000000000,00;gehen
1682350000000000000,00;4561450000000000,00;6517970000000000,00;-39661400000000000,00;8546670000000000,00;gehen
1682350000000000000,00;457144000000000,00;8775250000000000,00;-4110780000000000,00;10247300000000000,00;gehen
1682350000000000000,00;458144000000000,00;11228000000000000,00;-4141700000000000,00;11381100000000000,00;gehen
1682350000000000000,00;45914400000000,00;1295660000000000,00;-4173840000000000,00;12302000000000000,00;gehen
1682350000000000000,00;460144000000,00;14182600000000000,00;-4209290000000000,00;1235860000000000,00;gehen
1682350000000000000,00;46114400000000,00;1464920000000000,00;-4243740000000000,00;11987800000000000,00;gehen
1682350000000000000,00;4621440000000,00;14293900000000000,00;-4197150000000000,00;10545300000000000,00;gehen
1682350000000000000,00;4631440000000000,00;12864300000000000,00;-4117370000000000,00;9285540000000000,00;gehen
1682350000000000000,00;464144000000000,00;9820180000000000,00;-3983280000000000,00;8823560000000000,00;gehen
1682350000000000000,00;4651440000000000,00;5050580000000000,00;-38118100000000000,00;8905680000000000,00;gehen
1682350000000000000,00;466144000000000,00;-57808900000000000,00;-3642920000000000,00;9202930000000000,00;gehen
1682350000000000000,00;467143000000000,00;-7383180000000000,00;-3461670000000000,00;10267700000000000,00;gehen
1682350000000000000,00;4681430000000000,00;-1356180000000000,00;-32204200000000000,00;11028400000000000,00;gehen
1682350000000000000,00;4691430000000000,00;-18394500000000000,00;-30498100000000000,00;11493400000000000,00;gehen
1682350000000000000,00;4701430000000000,00;-20656700000000000,00;-2870070000000000,00;11968400000000000,00;gehen
1682350000000000000,00;4711430000000000,00;-21348000000000000,00;-27691300000000000,00;1123840000000000,00;gehen
1682350000000000000,00;4721430000000000,00;-20021600000000000,00;-2695010000000000,00;928265000000000,00;gehen
1682350000000000000,00;4731430000000000,00;-17271400000000000,00;-2681640000000000,00;7384960000000000,00;gehen
1682350000000000000,00;4741430000000,00;-14575700000000000,00;-26491000000000000,00;6547490000000000,00;gehen
1682350000000000000,00;47514300000000,00;-11471900000000000,00;-25949100000000000,00;6367950000000000,00;gehen
1682350000000000000,00;4761430000000000,00;-7713920000000000,00;-24937200000000000,00;6521860000000000,00;gehen
1682350000000000000,00;47714200000000,00;-41620500000000000,00;-24320100000000000,00;7247870000000000,00;gehen
1682350000000000000,00;4781420000000,00;-1006940000000000,00;-2388340000000000,00;8115100000000000,00;gehen
1682350000000000000,00;47914200000000,00;2477860000000000,00;-2335030000000000,00;8827830000000000,00;gehen
1682350000000000000,00;4801420000000000,00;5772870000000000,00;-2261140000000000,00;9518600000000000,00;gehen
1682350000000000000,00;48114200000000,00;10075100000000000,00;-22457900000000000,00;9536130000000000,00;gehen
1682350000000000000,00;4821420000000,00;1370680000000000,00;-2305560000000000,00;10214300000000000,00;gehen
1682350000000000000,00;4831420000000000,00;16434900000000000,00;-2427230000000000,00;10503200000000000,00;gehen
1682350000000000000,00;4841420000000000,00;17742700000000000,00;-25332000000000000,00;1095260000000000,00;gehen
1682350000000000000,00;4851420000000000,00;17827700000000000,00;-26501000000000000,00;11543000000000000,00;gehen
1682350000000000000,00;486142000000000,00;17475900000000000,00;-26736500000000000,00;12075000000000000,00;gehen
1682350000000000000,00;487142000000000,00;1729760000000000,00;-2785150000000000,00;12108700000000000,00;gehen
1682350000000000000,00;4881410000000000,00;17686400000000000,00;-28544300000000000,00;12184600000000000,00;gehen
1682350000000000000,00;4891410000000000,00;1877230000000000,00;-2909700000000000,00;10529500000000000,00;gehen
1682350000000000000,00;4901410000000000,00;21008100000000000,00;-29762900000000000,00;8072250000000000,00;gehen
1682350000000000000,00;49114100000000,00;228440000000000,00;-30481700000000000,00;5658290000000000,00;gehen
1682350000000000000,00;4921410000000000,00;24481600000000000,00;-3032120000000000,00;3296280000000000,00;gehen
1682350000000000000,00;4931410000000000,00;2528450000000000,00;-29386900000000000,00;17397100000000000,00;gehen
1682350000000000000,00;494141000000000,00;23777600000000000,00;-27685000000000000,00;9112780000000000,00;gehen
1682350000000000000,00;4951410000000000,00;21523800000000000,00;-2617260000000000,00;2225940000000000,00;gehen
1682350000000000000,00;49614100000000,00;19480300000000000,00;-25620200000000000,00;5741720000000000,00;gehen
1682350000000000000,00;4971400000000000,00;1978020000000000,00;-25898100000000000,00;796634000000000,00;gehen
1682350000000000000,00;498140000000000,00;21485500000000000,00;-2702680000000000,00;9743350000000000,00;gehen
1682350000000000000,00;49914000000000,00;24654400000000000,00;-28400700000000000,00;10898700000000000,00;gehen
1682350000000000000,00;5001400000000000,00;27711100000000000,00;-302769000000000,00;11207900000000000,00;gehen
1682350000000000000,00;501140000000000,00;3079350000000000,00;-31330900000000000,00;10741500000000000,00;gehen
1682350000000000000,00;5021400000000000,00;3305870000000000,00;-31946900000000000,00;1018050000000000,00;gehen
1682350000000000000,00;5031400000000000,00;33992200000000000,00;-32795800000000000,00;9710150000000000,00;gehen
1682350000000000000,00;504140000000000,00;33085500000000000,00;-3308300000000000,00;9962880000000000,00;gehen
1682350000000000000,00;5051390000000000,00;2916500000000000,00;-32602400000000000,00;9658610000000000,00;gehen
1682350000000000000,00;5061390000000,00;22298700000000000,00;-3116140000000000,00;9130660000000000,00;gehen
1682350000000000000,00;5071390000000000,00;13986100000000000,00;-2931880000000000,00;8901360000000000,00;gehen
1682350000000000000,00;508139000000000,00;6069090000000000,00;-2745300000000000,00;8796220000000000,00;gehen
1682350000000000000,00;5091390000000000,00;-6122590000000000,00;-2657560000000000,00;9168150000000000,00;gehen
1682350000000000000,00;51013900000000,00;-5038700000000000,00;-2674350000000000,00;9885840000000000,00;gehen
1682350000000000000,00;511139000000000,00;-6594700000000000,00;-27550800000000000,00;1123480000000000,00;gehen
1682350000000000000,00;512139000000000,00;-5208650000000000,00;-28242400000000000,00;11988700000000000,00;gehen
1682350000000000000,00;51313800000000,00;-21976300000000000,00;-2947310000000000,00;14342300000000000,00;gehen
1682350000000000000,00;5141380000000000,00;12169500000000000,00;-3185610000000000,00;17311600000000000,00;gehen
1682350000000000000,00;515138000000000,00;43125300000000000,00;-34375700000000000,00;19691600000000000,00;gehen
1682350000000000000,00;5161380000000000,00;6319250000000000,00;-3589890000000000,00;20301800000000000,00;gehen
1682350000000000000,00;517138000000,00;7681670000000000,00;-36607300000000000,00;19843600000000000,00;gehen
1682350000000000000,00;5181380000000000,00;7565740000000000,00;-3702860000000000,00;18416400000000000,00;gehen
1682350000000000000,00;5191380000000000,00;5902320000000000,00;-3735570000000000,00;16467700000000000,00;gehen
1682350000000000000,00;5201380000000000,00;2956860000000000,00;-3672790000000000,00;1436560000000000,00;gehen
1682350000000000000,00;52113700000000,00;-50045000000000000,00;-35631500000000000,00;1268420000000000,00;gehen
1682350000000000000,00;522137000000000,00;-3726320000000000,00;-34244700000000000,00;11440000000000000,00;gehen
1682350000000000000,00;5231370000000000,00;-6914490000000000,00;-3219130000000000,00;10495800000000000,00;gehen
1682350000000000000,00;52413700000000,00;-10240700000000000,00;-3011540000000000,00;9683880000000000,00;gehen
1682350000000000000,00;5251370000000000,00;-12873800000000000,00;-28732300000000000,00;9378680000000000,00;gehen
1682350000000000000,00;526137000000000,00;-1450920000000000,00;-27723400000000000,00;894026000000000,00;gehen
1682350000000000000,00;1668640000000000,00;29716000000000000,00;-16697500000000000,00;8515010000000000,00;rennen
1682350000000000000,00;167864000000000,00;32520000000000000,00;-16381200000000000,00;8391720000000000,00;rennen
1682350000000000000,00;168863000000000,00;3316970000000000,00;-1648390000000000,00;8692940000000000,00;rennen
1682350000000000000,00;1698630000000000,00;44797600000000000,00;-1661860000000000,00;9034810000000000,00;rennen
1682350000000000000,00;17086300000000,00;45603100000000000,00;-1664540000000000,00;953519000000000,00;rennen
1682350000000000000,00;1718630000000000,00;502131000000000,00;-17173800000000000,00;960358000000000,00;rennen
1682350000000000000,00;1728630000000000,00;6323460000000000,00;-1740020000000000,00;9240230000000000,00;rennen
1682350000000000000,00;173863000000000,00;5883710000000000,00;-17563900000000000,00;8450820000000000,00;rennen
1682350000000000000,00;174863000000000,00;4903080000000000,00;-17389000000000000,00;718926000000000,00;rennen
1682350000000000000,00;1758630000000000,00;4033240000000000,00;-16602400000000000,00;6515500000000000,00;rennen
1682350000000000000,00;1768620000000000,00;2404930000000000,00;-16245000000000000,00;6587630000000000,00;rennen
1682350000000000000,00;177862000000000,00;30007200000000000,00;-16300600000000000,00;9294620000000000,00;rennen
1682350000000000000,00;1788620000000000,00;3541750000000000,00;-15872400000000000,00;10463900000000000,00;rennen
1682350000000000000,00;179862000000,00;4409500000000000,00;-1561560000000000,00;9889500000000000,00;rennen
1682350000000000000,00;1808620000000000,00;4032020000000000,00;-1628520000000000,00;8930080000000000,00;rennen
1682350000000000000,00;1818620000000000,00;43730600000000000,00;-16591700000000000,00;7770810000000000,00;rennen
1682350000000000000,00;1828620000000000,00;3804650000000000,00;-1680210000000000,00;6639350000000000,00;rennen
1682350000000000000,00;1838620000000000,00;3715230000000000,00;-16727500000000000,00;7058330000000000,00;rennen
1682350000000000000,00;184861000000000,00;26443000000000000,00;-16415400000000000,00;809399000000000,00;rennen
1682350000000000000,00;185861000000,00;1885400000000000,00;-1586230000000000,00;8807460000000000,00;rennen
1682350000000000000,00;18686100000000,00;1412680000000000,00;-1534800000000000,00;8940520000000000,00;rennen
1682350000000000000,00;187861000000000,00;13901600000000000,00;-15127800000000000,00;8554910000000000,00;rennen
1682350000000000000,00;1888610000000000,00;2055500000000000,00;-1541580000000000,00;8042740000000000,00;rennen
1682350000000000000,00;18986100000000,00;2523980000000000,00;-15597100000000000,00;7822040000000000,00;rennen
1682350000000000000,00;1908610000000000,00;2727690000000000,00;-15610700000000000,00;7202130000000000,00;rennen
1682350000000000000,00;191861000000000,00;25730200000000000,00;-1610790000000000,00;6980800000000000,00;rennen
1682350000000000000,00;1928600000000000,00;2585000000000000,00;-1657890000000000,00;7401890000000000,00;rennen
1682350000000000000,00;1938600000000000,00;35295900000000000,00;-16256200000000000,00;7868960000000000,00;rennen
1682350000000000000,00;1948600000000000,00;46896800000000000,00;-15906400000000000,00;8320910000000000,00;rennen
1682350000000000000,00;1958600000000000,00;43197000000000000,00;-16112600000000000,00;8131470000000000,00;rennen
1682350000000000000,00;1968600000000,00;37389700000000000,00;-16165700000000000,00;7918890000000000,00;rennen
1682350000000000000,00;19786000000000,00;2622410000000000,00;-14618500000000000,00;6685560000000000,00;rennen
1682350000000000000,00;198860000000000,00;15377300000000000,00;-13280900000000000,00;6108960000000000,00;rennen
1682350000000000000,00;1998600000000000,00;854349000000000,00;-11997600000000000,00;64094100000000,00;rennen
1682350000000000000,00;2008590000000000,00;3690050000000000,00;-10611100000000000,00;6229050000000000,00;rennen
1682350000000000000,00;2018590000000000,00;4566380000000000,00;-9470910000000000,00;5445250000000000,00;rennen
1682350000000000000,00;202859000000000,00;1254430000000000,00;-9047140000000000,00;41323900000000000,00;rennen
1682350000000000000,00;20385900000000,00;8410450000000000,00;-8824380000000000,00;3406870000000000,00;rennen
1682350000000000000,00;2048590000000000,00;2180770000000000,00;-7769060000000000,00;3106130000000000,00;rennen
1682350000000000000,00;2058590000000000,00;-6659510000000000,00;-6621360000000000,00;2889020000000000,00;rennen
1682350000000000000,00;2068590000000000,00;-11225400000000000,00;-6228310000000000,00;26696900000000000,00;rennen
1682350000000000000,00;20785859375,00;-10614600000000000,00;-5920840000000000,00;18599500000000000,00;rennen
1682350000000000000,00;208858000000000,00;-22446600000000000,00;-5877770000000000,00;10180500000000000,00;rennen
1682350000000000000,00;209858000000000,00;11617100000000000,00;-6032820000000000,00;15230400000000000,00;rennen
1682350000000000000,00;2108580000000000,00;2595940000000000,00;-5182570000000000,00;19686500000000000,00;rennen
1682350000000000000,00;2118580000000000,00;2930760000000000,00;-5264790000000000,00;22825100000000000,00;rennen
1682350000000000000,00;2128580000000000,00;2289140000000000,00;-5130750000000000,00;27584500000000000,00;rennen
1682350000000000000,00;2138580000000000,00;-7012370000000000,00;-49052800000000000,00;2973180000000000,00;rennen
1682350000000000000,00;21485800000000,00;-15144900000000000,00;-45748100000000000,00;28590300000000000,00;rennen
