time;seconds_elapsed;z;y;x;target
1682350000000000000,00;21613671875,00;-9255350000000000,00;-36397300000000000,00;15008900000000000,00;gehen
1682350000000000000,00;2171370000000000,00;-3505360000000000,00;-37818400000000000,00;17161400000000000,00;gehen
1682350000000000000,00;2181360000000000,00;25566700000000000,00;-4086320000000000,00;18386100000000000,00;gehen
1682350000000000000,00;2191360000000000,00;7203160000000000,00;-44256200000000000,00;18118400000000000,00;gehen
1682350000000000000,00;22013600000000,00;10422400000000000,00;-4688120000000000,00;1687250000000000,00;gehen
1682350000000000000,00;2211360000000,00;12778700000000000,00;-4798210000000000,00;14830100000000000,00;gehen
1682350000000000000,00;222136000000000,00;14435000000000000,00;-4848830000000000,00;12599000000000000,00;gehen
1682350000000000000,00;2231360000000000,00;157147000000000,00;-4858300000000000,00;10654300000000000,00;gehen
1682350000000000000,00;2241360000000000,00;16847900000000000,00;-4845620000000000,00;9229280000000000,00;gehen
1682350000000000000,00;2251360000000000,00;15834300000000000,00;-479376000000000,00;9287230000000000,00;gehen
1682350000000000000,00;226135000000000,00;12971300000000000,00;-473873000000000,00;10463900000000000,00;gehen
1682350000000000000,00;2271350000000,00;843602000000000,00;-4558420000000000,00;11625000000000000,00;gehen
1682350000000000000,00;2281350000000000,00;2922370000000000,00;-4320600000000000,00;1244220000000000,00;gehen
1682350000000000000,00;2291350000000000,00;-2508220000000000,00;-4154680000000000,00;13545400000000000,00;gehen
1682350000000000000,00;2301350000000000,00;-6754700000000000,00;-403569000000000,00;14454900000000000,00;gehen
1682350000000000000,00;23113500000000,00;-1017780000000000,00;-3892730000000000,00;14985200000000000,00;gehen
1682350000000000000,00;232135000000000,00;-1174390000000000,00;-37635800000000000,00;14811700000000000,00;gehen
1682350000000000000,00;233135000000000,00;-12376700000000000,00;-3608160000000000,00;14256900000000000,00;gehen
1682350000000000000,00;2341340000000000,00;-12231500000000000,00;-3473500000000000,00;13298300000000000,00;gehen
1682350000000000000,00;2351340000000000,00;-11001400000000000,00;-33956900000000000,00;12350300000000000,00;gehen
1682350000000000000,00;236134000000000,00;-995486000000000,00;-33300400000000000,00;11854900000000000,00;gehen
1682350000000000000,00;237134000000000,00;-8162380000000000,00;-33249500000000000,00;11284300000000000,00;gehen
1682350000000000000,00;238134000000,00;-5073040000000000,00;-3280330000000000,00;11227900000000000,00;gehen
1682350000000000000,00;2391340000000000,00;-20727900000000000,00;-3201330000000000,00;1056110000000000,00;gehen
1682350000000000000,00;2401340000000000,00;1083380000000000,00;-3121720000000000,00;1037390000000000,00;gehen
1682350000000000000,00;2411340000000000,00;48041500000000000,00;-31005100000000000,00;10735300000000000,00;gehen
1682350000000000000,00;24213300000000,00;8327670000000000,00;-31088700000000,00;1107770000000000,00;gehen
1682350000000000000,00;243133000000000,00;11730700000000000,00;-31281400000000000,00;11433900000000000,00;gehen
1682350000000000000,00;244133000000000,00;15179600000000000,00;-31557500000000000,00;11851000000000000,00;gehen
1682350000000000000,00;2451330000000000,00;17695800000000000,00;-3182460000000000,00;12382000000000000,00;gehen
1682350000000000000,00;2461330000000,00;20281500000000000,00;-3250940000000000,00;13406800000000000,00;gehen
1682350000000000000,00;2471330000000000,00;24348800000000000,00;-33537500000000000,00;14402900000000000,00;gehen
1682350000000000000,00;2481330000000000,00;2811770000000000,00;-34496800000000000,00;15634700000000000,00;gehen
1682350000000000000,00;2491330000000000,00;32374000000000000,00;-35483700000000000,00;1703260000000000,00;gehen
1682350000000000000,00;250133000000000,00;34876000000000000,00;-36295600000000000,00;17238800000000000,00;gehen
1682350000000000000,00;2511320000000000,00;3575550000000000,00;-3747270000000000,00;16440700000000000,00;gehen
1682350000000000000,00;252132000000000,00;34980000000000000,00;-3787810000000000,00;14343500000000000,00;gehen
1682350000000000000,00;253132000000000,00;33253900000000000,00;-3770770000000000,00;11823200000000000,00;gehen
1682350000000000000,00;2541320000000000,00;3055810000000000,00;-37612700000000000,00;1035590000000000,00;gehen
1682350000000000000,00;2551320000000000,00;2718430000000000,00;-37076300000000000,00;9724050000000000,00;gehen
1682350000000000000,00;2561320000000000,00;23636600000000000,00;-3584400000000000,00;998410000000000,00;gehen
1682350000000000000,00;2571320000000000,00;1974810000000000,00;-3397240000000000,00;10303200000000000,00;gehen
1682350000000000000,00;2581320000000000,00;15507600000000000,00;-30878800000000000,00;1024110000000000,00;gehen
1682350000000000000,00;2591320000000000,00;13327700000000000,00;-29069800000000000,00;11441500000000000,00;gehen
1682350000000000000,00;260132000000,00;10563900000000000,00;-28435200000000000,00;13098400000000000,00;gehen
1682350000000000000,00;26113200000000,00;8475460000000000,00;-27982700000000000,00;13900600000000000,00;gehen
1682350000000000000,00;2621310000000,00;8398030000000000,00;-28194500000000000,00;14953400000000000,00;gehen
1682350000000000000,00;2631310000000000,00;9465970000000000,00;-29910200000000000,00;16390800000000000,00;gehen
1682350000000000000,00;26413125,00;1345320000000000,00;-33426900000000000,00;1789400000000000,00;gehen
1682350000000000000,00;26513100000000,00;20524500000000000,00;-37865000000000000,00;18910500000000000,00;gehen
1682350000000000000,00;2661310000000,00;272044000000000,00;-4055830000000000,00;17325500000000000,00;gehen
1682350000000000000,00;2671310000000000,00;33345200000000000,00;-42087600000000000,00;13845000000000000,00;gehen
1682350000000000000,00;268131000000,00;36181300000000000,00;-4278170000000000,00;10346900000000000,00;gehen
1682350000000000000,00;26913100000000,00;3400200000000000,00;-4353360000000000,00;738288000000000,00;gehen
1682350000000000000,00;2701310000000000,00;26906500000000000,00;-4338320000000000,00;5730260000000000,00;gehen
1682350000000000000,00;2711310000000000,00;18745600000000000,00;-416803000000000,00;5578370000000000,00;gehen
1682350000000000000,00;2721300000000000,00;12418500000000000,00;-38924700000000000,00;7360370000000000,00;gehen
1682350000000000000,00;273130000000000,00;6976920000000000,00;-3697520000000000,00;10553400000000000,00;gehen
1682350000000000000,00;2741300000000000,00;4173400000000000,00;-35651300000000000,00;1473270000000000,00;gehen
1682350000000000000,00;2751300000000000,00;3101640000000000,00;-35052300000000000,00;19501300000000000,00;gehen
1682350000000000000,00;2761300000000000,00;3638600000000000,00;-35390800000000000,00;23042200000000000,00;gehen
1682350000000000000,00;27713000000000,00;5703950000000000,00;-3627840000000000,00;25008400000000000,00;gehen
1682350000000000000,00;2781300000000000,00;820125000000000,00;-3789200000000000,00;25410600000000000,00;gehen
1682350000000000000,00;279130000000000,00;10911600000000000,00;-3930860000000000,00;2467680000000000,00;gehen
1682350000000000000,00;280130000000000,00;1295340000000000,00;-39360100000000000,00;223881000000000,00;gehen
1682350000000000000,00;2811300000000000,00;13680200000000000,00;-39153200000000000,00;19398700000000000,00;gehen
1682350000000000000,00;2821290000000000,00;12634700000000000,00;-3874990000000000,00;16600300000000000,00;gehen
1682350000000000000,00;2831290000000000,00;10503300000000000,00;-3794500000000000,00;14868400000000000,00;gehen
1682350000000000000,00;2841290000000000,00;7534510000000000,00;-3657250000000000,00;13725800000000000,00;gehen
1682350000000000000,00;28512900000000,00;42054100000000000,00;-34615300000000000,00;13623100000000000,00;gehen
1682350000000000000,00;286129000000000,00;750875000000000,00;-323832000000000,00;14467800000000000,00;gehen
1682350000000000000,00;287129000000000,00;-22668900000000000,00;-29886600000000000,00;14989500000000000,00;gehen
1682350000000000000,00;28812900000000,00;-49585700000000000,00;-28324100000000000,00;15556500000000000,00;gehen
1682350000000000000,00;2891280000000000,00;-6687210000000000,00;-27511900000000000,00;16380300000000000,00;gehen
1682350000000000000,00;290128000000000,00;-8084460000000000,00;-27290900000000000,00;1697910000000000,00;gehen
1682350000000000000,00;2911280000000000,00;-860929000000000,00;-26447900000000000,00;16081100000000000,00;gehen
1682350000000000000,00;292128125,00;-6519920000000000,00;-25879400000000000,00;15176900000000000,00;gehen
1682350000000000000,00;2931280000000000,00;-46700000000000000,00;-25363800000000000,00;13233700000000000,00;gehen
1682350000000000000,00;2941280000000000,00;-21477500000000000,00;-25320700000000000,00;11719000000000000,00;gehen
1682350000000000000,00;2951280000000000,00;-8162210000000000,00;-25104700000000000,00;113430000000000,00;gehen
1682350000000000000,00;29612800000000,00;-28090500000000000,00;-2462050000000000,00;10903700000000000,00;gehen
1682350000000000000,00;297127000000000,00;-10928200000000000,00;-2392030000000000,00;1044740000000000,00;gehen
1682350000000000000,00;2981270000000000,00;-209198000000000,00;-2282720000000000,00;10411700000000000,00;gehen
1682350000000000000,00;29912700000000,00;1377570000000000,00;-22666000000000000,00;1049940000000000,00;gehen
